category,code,name,gender,image,product_url,price,sub_category
shoes,854294-012,Jordan CP3.X,male,http://images.nike.com/is/image/DotCom/PDP_HERO/854294_012_A_PREM/jordan-cp3x-mens-basketball-shoe.jpg,http://store.nike.com/us/en_us/pd/jordan-cp3x-mens-basketball-shoe/pid-11263883/pgid-11400229,$125,basketball
shoes,885429-103,Air Jordan XXXI CNY,male,http://images.nike.com/is/image/DotCom/PDP_HERO/885429_103_A_PREM/air-jordan-xxxi-cny-mens-basketball-shoe.jpg,http://store.nike.com/us/en_us/pd/air-jordan-xxxi-cny-mens-basketball-shoe/pid-11281340/pgid-11867859,$200,basketball
shoes,881444-803,Jordan B. Fly,male,http://images.nike.com/is/image/DotCom/PDP_HERO/881444_803_A_PREM/jordan-b-fly-mens-basketball-shoe.jpg,http://store.nike.com/us/en_us/pd/jordan-b-fly-mens-basketball-shoe/pid-11258501/pgid-11463643,$110,basketball
shoes,,KOBE XI ELITE iD,male,"http://render-preview.nike.com/ir/render/nikeidrender/kobeXIelite_ho16_v1?obj=/s/shadow/shad&color=000000&show&obj=/s/g1/wtmulti&show&obj=/s/g7&color=141414&show&obj=/s/g8&color=141414&show&obj=/s/g9/kobet&color=141414&show&obj=/s/g13/plea&color=171717&show&obj=/s/g16&show&opac=100&decal&src=is(nikeid/emb_NC?$G=nikeid/tkobe&$W=555&$A=1)&color=141414&anchorN=0,0&obj=/s/g17/plea&color=171717&show&obj=/s/g19&color=141414&show&obj=/s/g21&color=141414&show&obj=/s/g23/hzoom&show&obj=/s/g24/solid&color=c4cae4&show&obj=/s/g27/clear&color=8798c0&show&obj=/s/g29/solid&color=c4cae4&show&obj=/s/g32/clear&color=8798c0&show&obj=/s/g39&color=141414&show&obj=/s/g41/kobet&color=141414&show&obj=/s&req=object&fmt=png-alpha&sharpen=1&op_usm=0.5,1.2,0&posN=0,-0.1&fmt=png-alpha&wid=640",http://store.nike.com/us/en_us/product/kobe-xi-elite-low-id/?piid=43415&pbid=701293798#?pbid=701293798,$245,basketball
shoes,,KOBE XI ELITE iD,male,"http://render-preview.nike.com/ir/render/nikeidrender/kobeXIelite_ho16_v1?obj=/s/shadow/shad&color=000000&show&obj=/s/g1/heather&show&obj=/s/g2&color=b11430&show&obj=/s/g7&color=a0041e&show&obj=/s/g8&color=b11430&show&obj=/s/g9/kobet&color=a00423&show&obj=/s/g13/plea&color=a01031&show&obj=/s/g16&show&opac=100&decal&src=is(nikeid/emb_NC?$G=nikeid/tkobe&$W=555&$A=1)&color=a99052&anchorN=0,0&obj=/s/g17/met&color=dabe7f&show&obj=/s/g19&color=a0041e&show&obj=/s/g21&color=a5062c&show&obj=/s/g23/hzoom&show&obj=/s/g24/solid&color=c4cae4&show&obj=/s/g27/clear&color=8798c0&show&obj=/s/g29/solid&color=c4cae4&show&obj=/s/g32/clear&color=8798c0&show&obj=/s/g39&color=a99052&show&obj=/s/g41/kobet&color=a00423&show&obj=/s&req=object&fmt=png-alpha&sharpen=1&op_usm=0.5,1.2,0&posN=0,-0.1&fmt=png-alpha&wid=640",http://store.nike.com/us/en_us/product/kobe-xi-elite-low-id/?piid=43414&pbid=354529369#?pbid=354529369,$245,basketball
shoes,854551-018,Jordan Extra.Fly,male,http://images.nike.com/is/image/DotCom/PDP_HERO/854551_018_A_PREM/jordan-extrafly-mens-basketball-shoe.jpg,http://store.nike.com/us/en_us/pd/jordan-extrafly-mens-basketball-shoe/pid-11258455/pgid-11274461,$120,basketball
shoes,,JORDAN SUPER.FLY 5 iD,male,"http://render-preview.nike.com/ir/render/nikeidrender/jorSuperFly1606_v1?obj=/s/g1/base&color=171717&show&obj=/s/g2&color=7c1123&show&obj=/s/g3&color=840720&show&obj=/s/g4&color=111111&show&obj=/s/g5/fade&color=911023&show&obj=/s/g6&color=141414&show&obj=/s/g8/out&color=141414&show&obj=/s/g9&color=141414&show&obj=/s/g10&color=950824&show&obj=/s/g11&color=8a1c2e&show&obj=/s/g12&color=a5062c&show&obj=/s/g13&color=141414&show&obj=/s/g17&color=161618&show&obj=/s&req=object&fmt=png-alpha&sharpen=1&op_usm=0.5,1.2,0&posN=0,-0.1&fmt=png-alpha&wid=640",http://store.nike.com/us/en_us/product/jordan-superfly-5-id/?piid=42778&pbid=936438301#?pbid=936438301,$190,basketball
shoes,843884-005,Nike Air Max Audacity 2016,male,http://images.nike.com/is/image/DotCom/PDP_HERO/843884_005_A_PREM/air-max-audacity-2016-mens-basketball-shoe.jpg,http://store.nike.com/us/en_us/pd/air-max-audacity-2016-mens-basketball-shoe/pid-11256625/pgid-11168069,$100,basketball
shoes,844571-484,KD Trey 5 IV,male,http://images.nike.com/is/image/DotCom/PDP_HERO/844571_484_A_PREM/kd-trey-5-iv-mens-basketball-shoe.jpg,http://store.nike.com/us/en_us/pd/kd-trey-5-iv-mens-basketball-shoe/pid-11156394/pgid-11814471,$89.97,basketball
shoes,844589-060,KD Trey 5 IV Premium,male,http://images.nike.com/is/image/DotCom/844589_A_V1?&$img=844589_060_A_PREM&$PDP_HERO$,http://store.nike.com/us/en_us/pd/kd-trey-5-iv-premium-mens-basketball-shoe/pid-11056707/pgid-11495838,$125,basketball
shoes,844363-060,Nike Hyperdunk 2016 Low,male,http://images.nike.com/is/image/DotCom/PDP_HERO/844363_060_A_PREM/hyperdunk-2016-low-mens-basketball-shoe.jpg,http://store.nike.com/us/en_us/pd/hyperdunk-2016-low-mens-basketball-shoe/pid-11236822/pgid-11230744,$130,basketball
shoes,811645-650,Air Jordan XX3,male,http://images.nike.com/is/image/DotCom/PDP_HERO/811645_650_A_PREM/air-jordan-xx3-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/air-jordan-xx3-mens-shoe/pid-10868583/pgid-11813263,$225,basketball
shoes,,NIKE HYPERDUNK 2016 iD,male,"http://render-preview.nike.com/ir/render/nikeidrender/HyperDUNK1607_v1?obj=/s/g1&color=909193&show&obj=/s/g2&color=9c9d9f&show&obj=/s/g3&color=a0a6af&show&obj=/s/g4&color=ffffff&show&obj=/s/g6&color=9c9d9f&show&obj=/s/g7&color=a6a6ad&show&obj=/s/g8&color=9c9d9f&show&obj=/s/g9&color=a0a6af&show&obj=/s/g10&color=a6a6ad&show&obj=/s/g11&color=909193&show&obj=/s/g12&color=868a88&show&obj=/s/g14&color=92918f&show&obj=/s/g15&color=d8dade&show&obj=/s/g16&color=3f4041&show&obj=/s/g18&color=141414&show&obj=/s/g19&color=a0a6af&show&obj=/s/g20/solid&color=141414&show&obj=/s/g21&color=3c4040&show&obj=/s/g22&color=ffffff&show&obj=/s/g23/spec&color=141414&show&obj=/s/g25/gum&color=b56c41&show&obj=/s/g30&color=141414&show&obj=/s&req=object&fmt=png-alpha&sharpen=1&op_usm=0.5,1.2,0&posN=0,-0.1&fmt=png-alpha&wid=640",http://store.nike.com/us/en_us/product/hyperdunk-2016-id/?piid=42705&pbid=986233022#?pbid=986233022,$190,basketball
shoes,852464-002,Nike Zoom Evidence,male,http://images.nike.com/is/image/DotCom/PDP_HERO/852464_002_A_PREM/zoom-evidence-mens-basketball-shoe.jpg,http://store.nike.com/us/en_us/pd/zoom-evidence-mens-basketball-shoe/pid-11258415/pgid-11459149,$90,basketball
shoes,869484-999,Nike Hyperdunk 2016 EDD LMTD,male,http://images.nike.com/is/image/DotCom/PDP_HERO/869484_999_A_PREM/hyperdunk-2016-edd-lmtd-basketball-shoe.jpg,http://store.nike.com/us/en_us/pd/hyperdunk-2016-edd-lmtd-basketball-shoe/pid-11179231/pgid-11817576,$140,basketball
shoes,888444-040,Nike Hyperdunk 2016 PE Low,male,http://images.nike.com/is/image/DotCom/PDP_HERO/888444_040_A_PREM/hyperdunk-2016-pe-low-mens-basketball-shoe.jpg,http://store.nike.com/us/en_us/pd/hyperdunk-2016-pe-low-mens-basketball-shoe/pid-11304313/pgid-11312030,$130,basketball
shoes,888407-062,Nike Air Max Audacity 2016 PE,male,http://images.nike.com/is/image/DotCom/PDP_HERO/888407_062_A_PREM/air-max-audacity-2016-pe-mens-basketball-shoe.jpg,http://store.nike.com/us/en_us/pd/air-max-audacity-2016-pe-mens-basketball-shoe/pid-11304311/pgid-11841406,$100,basketball
shoes,888404-071,Nike Zoom Clear Out PE,male,http://images.nike.com/is/image/DotCom/PDP_HERO/888404_071_A_PREM/zoom-clear-out-pe-mens-basketball-shoe.jpg,http://store.nike.com/us/en_us/pd/zoom-clear-out-pe-mens-basketball-shoe/pid-11304303/pgid-11815660,$89.97,basketball
shoes,844787-006,Nike Prime Hype DF 2016,male,http://images.nike.com/is/image/DotCom/844787_A_V1b?&$img=844787_006_A_PREM&$PDP_HERO$,http://store.nike.com/us/en_us/pd/prime-hype-df-2016-mens-basketball-shoe/pid-11240949/pgid-11168094,$90,basketball
shoes,888405-040,Nike Hyperdunk 2016 PE,male,http://images.nike.com/is/image/DotCom/PDP_HERO/888405_040_A_PREM/hyperdunk-2016-pe-mens-basketball-shoe.jpg,http://store.nike.com/us/en_us/pd/hyperdunk-2016-pe-mens-basketball-shoe/pid-11304307/pgid-11626042,$140,basketball
shoes,910573-014,Nike Zoom Live PE (Zach LaVine),male,http://images.nike.com/is/image/DotCom/PDP_HERO/910573_014_A_PREM/zoom-live-pe-zach-lavine-mens-basketball-shoe.jpg,http://store.nike.com/us/en_us/pd/zoom-live-pe-zach-lavine-mens-basketball-shoe/pid-11498678/pgid-11551704,$100,basketball
shoes,852439-401,Nike Lebron Witness,male,http://images.nike.com/is/image/DotCom/PDP_HERO/852439_401_A_PREM/lebron-witness-mens-basketball-shoe.jpg,http://store.nike.com/us/en_us/pd/lebron-witness-mens-basketball-shoe/pid-11258407/pgid-11230747,$100,basketball
shoes,852421-011,Nike Zoom Live 2017,male,http://images.nike.com/is/image/DotCom/PDP_HERO/852421_011_A_PREM/zoom-live-2017-mens-basketball-shoe.jpg,http://store.nike.com/us/en_us/pd/zoom-live-2017-mens-basketball-shoe/pid-11240683/pgid-11455499,$100,basketball
shoes,852422-010,Nike Zoom Rev 2017,male,http://images.nike.com/is/image/DotCom/PDP_HERO/852422_010_A_PREM/zoom-rev-2017-mens-basketball-shoe.jpg,http://store.nike.com/us/en_us/pd/zoom-rev-2017-mens-basketball-shoe/pid-11240687/pgid-11455500,$110,basketball
shoes,845037-108,Air Jordan XXXI,male,http://images.nike.com/is/image/DotCom/PDP_HERO/845037_108_A_PREM/air-jordan-xxxi-mens-basketball-shoe.jpg,http://store.nike.com/us/en_us/pd/air-jordan-xxxi-mens-basketball-shoe/pid-11242034/pgid-11880511,$185,basketball
shoes,,NIKE ZOOM KD 9 iD,male,"http://render-preview.nike.com/ir/render/nikeidrender/RiverCHamp1701_v1?obj=/s/shadow/shad&color=000000&show&obj=/s/g2/oreo&show&obj=/s/g3&color=ffffff&show&obj=/s/g4/solid&color=ffffff&show&obj=/s/g5/solid&color=ffffff&show&obj=/s/g8&color=141414&show&obj=/s/g9/solid&color=141414&show&obj=/s/g10/solid&color=141414&show&obj=/s/g12&color=141414&show&obj=/s/g13&color=141414&show&obj=/s/g14&color=ffffff&show&obj=/s/g16&color=cad3d5&show&obj=/s/g17/solid&color=ffffff&show&obj=/s/g19&color=141414&show&obj=/s/g26&color=ffffff&show&obj=/s&req=object&fmt=png-alpha&sharpen=1&op_usm=0.5,1.2,0&posN=0,-0.1&fmt=png-alpha&wid=640",http://store.nike.com/us/en_us/product/zoom-kd-9-id-shoe/?piid=43491&pbid=411077216#?pbid=411077216,$195,basketball
shoes,852473-400,Nike Kobe Mamba Instinct,male,http://images.nike.com/is/image/DotCom/PDP_HERO/852473_400_A_PREM/kobe-mamba-instinct-mens-basketball-shoe.jpg,http://store.nike.com/us/en_us/pd/kobe-mamba-instinct-mens-basketball-shoe/pid-11258430/pgid-11459052,$100,basketball
shoes,,KYRIE 2 iD,male,"http://render-preview.nike.com/ir/render/nikeidrender/Kyrie216101_gold2_v1?obj=/s/shadow/shad&color=000000&show&obj=/s/g1&color=141414&show&obj=/s/g2&color=141414&show&obj=/s/g3&color=141414&show&obj=/s/g4/solid&color=141414&show&obj=/s/g5/metal&color=a99052&show&obj=/s/g6/solid&color=141414&show&obj=/s/g11/solid&color=ffffff&show&obj=/s/g13/solid&color=ffffff&show&obj=/s/g15/solid&color=141414&show&obj=/s/g17/metal&color=a99052&show&obj=/s/g18/metal&color=a99052&show&obj=/s/g19&color=141414&show&obj=/s/g20/solid&color=141414&show&obj=/s/g21&color=141414&show&obj=/s/g22/metal&color=a99052&show&obj=/s/g29&color=141414&show&obj=/s/g52/metal&color=a99052&show&obj=/s&req=object&fmt=png-alpha&sharpen=1&op_usm=0.5,1.2,0&posN=0,-0.1&fmt=png-alpha&wid=640",http://store.nike.com/us/en_us/product/kyrie-2-id/?piid=43580&pbid=428869499#?pbid=428869499,$165,basketball
shoes,,NIKE ZOOM LEBRON SOLDIER 10 iD,male,"http://render-preview.nike.com/ir/render/nikeidrender/zooMSoldier101607_camo_v1?obj=/s/shadow/shad&color=000000&show&obj=/s/g1/solid&color=fbfcf9&show&obj=/s/g2&color=ffffff&show&obj=/s/g5/metal&color=a0a4a7&show&obj=/s/g6/lin&color=eae9e6&show&obj=/s/g7&color=ffffff&show&obj=/s/g9/trans&color=c4cae4&show&obj=/s/g16&color=ffffff&show&obj=/s/g17&color=ffffff&show&obj=/s/g18/metal&color=a0a4a7&show&obj=/s/g19&color=ffffff&show&obj=/s/g25&color=eae9e6&show&obj=/s/g26&color=ffffff&show&obj=/s/g27&color=c3cad4&show&obj=/s/g28&color=7b7983&show&obj=/s&req=object&fmt=png-alpha&sharpen=1&op_usm=0.5,1.2,0&posN=0,-0.1&fmt=png-alpha&wid=640",http://store.nike.com/us/en_us/product/zoom-lebron-soldier-10-id/?piid=43372&pbid=396044294#?pbid=396044294,$180,basketball
shoes,844378-006,Nike Zoom LeBron Soldier 10 SFG,male,http://images.nike.com/is/image/DotCom/PDP_HERO/844378_006_A_PREM/zoom-lebron-soldier-10-sfg-mens-basketball-shoe.jpg,http://store.nike.com/us/en_us/pd/zoom-lebron-soldier-10-sfg-mens-basketball-shoe/pid-11550049/pgid-11168073,$140,basketball
shoes,881796-060,Nike Zoom KD 9 Premium,male,http://images.nike.com/is/image/DotCom/PDP_HERO/881796_060_A_PREM/zoom-kd-9-premium-mens-basketball-shoe.jpg,http://store.nike.com/us/en_us/pd/zoom-kd-9-premium-mens-basketball-shoe/pid-11253635/pgid-11901698,$150,basketball
shoes,852395-102,Kyrie 3,male,http://images.nike.com/is/image/DotCom/852395_A_V1?&$img=852395_102_A_PREM&$PDP_HERO$,http://store.nike.com/us/en_us/pd/kyrie-3-mens-basketball-shoe/pid-11593068/pgid-11459060,$120,basketball
shoes,843392-411,Nike Zoom KD 9,male,http://images.nike.com/is/image/DotCom/843392_A_V1?&$img=843392_411_A_PREM&$PDP_HERO$,http://store.nike.com/us/en_us/pd/zoom-kd-9-mens-basketball-shoe/pid-11255728/pgid-11139446,$150,basketball
shoes,852425-406,Kobe A.D.,male,http://images.nike.com/is/image/DotCom/PDP_HERO/852425_406_A_PREM/kobe-ad-mens-basketball-shoe.jpg,http://store.nike.com/us/en_us/pd/kobe-ad-mens-basketball-shoe/pid-11240696/pgid-11455498,$160,basketball
